Source.colony,Expt.colony,Indv.ID,Weeks.since,Trt,Obs,Pre.Mass,Mass.change,Percent.mass.change,Pre.boldness,Post.boldness,Post.within.var
KAL-AA1,KAL-AA1_2_control,C_53,2,Control,2,0.0678,0.002,0.029498525,600,124.3,13162.14627
KAL-AA1,KAL-AA1_2_control,C_53,2,Control,3,0.0678,0.002,0.029498525,257.48,144.24,13162.14627
KAL-AA1,KAL-AA1_2_control,C_53,2,Control,4,0.0678,0.002,0.029498525,357.55,394.23,13162.14627
KAL-AA1,KAL-AA1_2_control,C_53,2,Control,5,0.0678,0.002,0.029498525,23,299.64,13162.14627
KAL-AA1,KAL-AA1_3,M_3_9,3,Mixed,1,0.0975,0.003,0.030769231,483.91,206.28,56499.15212
KAL-AA1,KAL-AA1_3,M_3_9,3,Mixed,2,0.0975,0.003,0.030769231,600,199.38,56499.15212
KAL-AA1,KAL-AA1_3,M_3_9,3,Mixed,3,0.0975,0.003,0.030769231,491.97,600,56499.15212
KAL-AA1,KAL-AA1_3,M_3_9,3,Mixed,4,0.0975,0.003,0.030769231,116.78,64.9,56499.15212
KAL-AA1,KAL-AA1_3,M_3_9,3,Mixed,5,0.0975,0.003,0.030769231,266.34,554.88,56499.15212
UPP-A8,UPP-A8_4,M_4_37,4,Mixed,1,0.0629,0.002,0.031796502,600,285.47,43859.99727
UPP-A8,UPP-A8_4,M_4_37,4,Mixed,2,0.0629,0.002,0.031796502,449.44,262.85,43859.99727
UPP-A8,UPP-A8_4,M_4_37,4,Mixed,3,0.0629,0.002,0.031796502,600,600,43859.99727
UPP-A8,UPP-A8_4,M_4_37,4,Mixed,4,0.0629,0.002,0.031796502,285.47,600,43859.99727
UPP-A8,UPP-A8_4,M_4_37,4,Mixed,5,0.0629,0.002,0.031796502,262.85,143.37,43859.99727
UPP-B77,UPP-B77_2,M_2_39,2,Mixed,1,0.0611,0.002,0.032733224,585.88,600,37748.70972
UPP-B77,UPP-B77_2,M_2_39,2,Mixed,2,0.0611,0.002,0.032733224,3.97,143.37,37748.70972
UPP-B77,UPP-B77_2,M_2_39,2,Mixed,3,0.0611,0.002,0.032733224,83.26,155.59,37748.70972
UPP-B77,UPP-B77_2,M_2_39,2,Mixed,4,0.0611,0.002,0.032733224,600,270.91,37748.70972
UPP-B77,UPP-B77_2,M_2_39,2,Mixed,5,0.0611,0.002,0.032733224,180.06,155.59,37748.70972
KAL-AA1,KAL-AA1_4_control,C_140,4,Control,1,0.1519,0.005,0.032916392,600,403.25,963.06488
KAL-AA1,KAL-AA1_4_control,C_140,4,Control,2,0.1519,0.005,0.032916392,285.47,317.35,963.06488
KAL-AA1,KAL-AA1_4_control,C_140,4,Control,3,0.1519,0.005,0.032916392,76,351.64,963.06488
KAL-AA1,KAL-AA1_4_control,C_140,4,Control,4,0.1519,0.005,0.032916392,600,345.21,963.06488
KAL-AA1,KAL-AA1_4_control,C_140,4,Control,5,0.1519,0.005,0.032916392,2.11,355.57,963.06488
N10-C3,N10-C3_3,M_3_23,3,Mixed,1,0.0598,0.002,0.033444816,600,499.26,12563.40167
N10-C3,N10-C3_3,M_3_23,3,Mixed,2,0.0598,0.002,0.033444816,234.66,305.85,12563.40167
N10-C3,N10-C3_3,M_3_23,3,Mixed,3,0.0598,0.002,0.033444816,554.88,558.21,12563.40167
N10-C3,N10-C3_3,M_3_23,3,Mixed,4,0.0598,0.002,0.033444816,600,594.23,12563.40167
N10-C3,N10-C3_3,M_3_23,3,Mixed,5,0.0598,0.002,0.033444816,600,458.94,12563.40167
KAL-AA1,KAL-AA1_2,M_2_8,2,Mixed,1,0.1443,0.005,0.034650035,149.6,410.53,48552.49713
KAL-AA1,KAL-AA1_2,M_2_8,2,Mixed,2,0.1443,0.005,0.034650035,600,600,48552.49713
KAL-AA1,KAL-AA1_2,M_2_8,2,Mixed,3,0.1443,0.005,0.034650035,600,283.26,48552.49713
KAL-AA1,KAL-AA1_2,M_2_8,2,Mixed,4,0.1443,0.005,0.034650035,600,95.35,48552.49713
KAL-AA1,KAL-AA1_2,M_2_8,2,Mixed,5,0.1443,0.005,0.034650035,478.62,554.88,48552.49713
UPP-A7,UPP-A7_4,M_4_30,4,Mixed,1,0.0844,0.003,0.035545024,252.47,262.83,34476.40837
UPP-A7,UPP-A7_4,M_4_30,4,Mixed,2,0.0844,0.003,0.035545024,600,194.62,34476.40837
UPP-A7,UPP-A7_4,M_4_30,4,Mixed,3,0.0844,0.003,0.035545024,600,24.56,34476.40837
UPP-A7,UPP-A7_4,M_4_30,4,Mixed,4,0.0844,0.003,0.035545024,262.83,530.35,34476.40837
UPP-A7,UPP-A7_4,M_4_30,4,Mixed,5,0.0844,0.003,0.035545024,194.62,171.75,34476.40837
UPP-A10,UPP-A10_1,M_1_23,1,Mixed,1,0.0804,0.003,0.037313433,313.9,217.4,19561.08675
UPP-A10,UPP-A10_1,M_1_23,1,Mixed,2,0.0804,0.003,0.037313433,383.75,194.19,19561.08675
UPP-A10,UPP-A10_1,M_1_23,1,Mixed,3,0.0804,0.003,0.037313433,600,600,19561.08675
UPP-A10,UPP-A10_1,M_1_23,1,Mixed,4,0.0804,0.003,0.037313433,124.78,344.65,19561.08675
UPP-A10,UPP-A10_1,M_1_23,1,Mixed,5,0.0804,0.003,0.037313433,258.63,600,19561.08675
UPP-B77,UPP-B77_4,M_4_39,4,Mixed,1,0.077,0.003,0.038961039,42.21,600,27070.082
UPP-B77,UPP-B77_4,M_4_39,4,Mixed,2,0.077,0.003,0.038961039,600,232.1,27070.082
UPP-B77,UPP-B77_4,M_4_39,4,Mixed,3,0.077,0.003,0.038961039,96,600,27070.082
UPP-B77,UPP-B77_4,M_4_39,4,Mixed,4,0.077,0.003,0.038961039,600,600,27070.082
UPP-B77,UPP-B77_4,M_4_39,4,Mixed,5,0.077,0.003,0.038961039,191.54,600,27070.082
KAL-1,KAL-1_2,M_2_4,2,Mixed,1,0.076,0.003,0.039473684,310.69,600,3280.46547
KAL-1,KAL-1_2,M_2_4,2,Mixed,2,0.076,0.003,0.039473684,600,209.16,3280.46547
KAL-1,KAL-1_2,M_2_4,2,Mixed,3,0.076,0.003,0.039473684,600,600,3280.46547
KAL-1,KAL-1_2,M_2_4,2,Mixed,4,0.076,0.003,0.039473684,600,495.43,3280.46547
KAL-1,KAL-1_2,M_2_4,2,Mixed,5,0.076,0.003,0.039473684,600,107.37,3280.46547
UPP-A10,UPP-A10_1_control,C_27,1,Control,1,0.0741,0.003,0.04048583,600,600,5552.40002
UPP-A10,UPP-A10_1_control,C_27,1,Control,2,0.0741,0.003,0.04048583,24.56,427.93,5552.40002
UPP-A10,UPP-A10_1_control,C_27,1,Control,3,0.0741,0.003,0.04048583,530.35,554.88,5552.40002
UPP-A10,UPP-A10_1_control,C_27,1,Control,4,0.0741,0.003,0.04048583,69.47,600,5552.40002
UPP-A10,UPP-A10_1_control,C_27,1,Control,5,0.0741,0.003,0.04048583,600,600,5552.40002
UPP-A8,UPP-A8_1,M_1_36,1,Mixed,1,0.0706,0.003,0.042492918,600,258.63,82733.02542
UPP-A8,UPP-A8_1,M_1_36,1,Mixed,2,0.0706,0.003,0.042492918,300.97,600,82733.02542
UPP-A8,UPP-A8_1,M_1_36,1,Mixed,3,0.0706,0.003,0.042492918,214.94,89.81,82733.02542
UPP-A8,UPP-A8_1,M_1_36,1,Mixed,4,0.0706,0.003,0.042492918,600,600,82733.02542
UPP-A8,UPP-A8_1,M_1_36,1,Mixed,5,0.0706,0.003,0.042492918,427.93,357.55,82733.02542
UPP-A8,UPP-A8_2,M_2_35,2,Mixed,1,0.0462,0.002,0.043290043,61.31,600,0
UPP-A8,UPP-A8_2,M_2_35,2,Mixed,2,0.0462,0.002,0.043290043,600,0,0
UPP-A8,UPP-A8_2,M_2_35,2,Mixed,3,0.0462,0.002,0.043290043,600,600,0
UPP-A8,UPP-A8_2,M_2_35,2,Mixed,4,0.0462,0.002,0.043290043,85.56,600,0
UPP-A8,UPP-A8_2,M_2_35,2,Mixed,5,0.0462,0.002,0.043290043,600,0,0
UPP-A7,UPP-A7_3,M_3_32,3,Mixed,1,0.0455,0.002,0.043956044,600,84.53,71781.6561
UPP-A7,UPP-A7_3,M_3_32,3,Mixed,2,0.0455,0.002,0.043956044,410.53,600,71781.6561
UPP-A7,UPP-A7_3,M_3_32,3,Mixed,3,0.0455,0.002,0.043956044,600,199.94,71781.6561
UPP-A7,UPP-A7_3,M_3_32,3,Mixed,4,0.0455,0.002,0.043956044,600,73.38,71781.6561
UPP-A7,UPP-A7_3,M_3_32,3,Mixed,5,0.0455,0.002,0.043956044,115.22,600,71781.6561
UPP-B77,UPP-B77_1_control,C_45,1,Control,1,0.106,0.005,0.047169811,600,234.66,12446.10495
UPP-B77,UPP-B77_1_control,C_45,1,Control,2,0.106,0.005,0.047169811,210.73,454.21,12446.10495
UPP-B77,UPP-B77_1_control,C_45,1,Control,3,0.106,0.005,0.047169811,113.47,324.31,12446.10495
UPP-B77,UPP-B77_1_control,C_45,1,Control,4,0.106,0.005,0.047169811,475.82,521.23,12446.10495
UPP-B77,UPP-B77_1_control,C_45,1,Control,5,0.106,0.005,0.047169811,600,369.54,12446.10495
N10-C3,N10-C3_3_control,C_107,3,Control,1,0.0421,0.002,0.047505938,335.56,531.81,28816.01838
N10-C3,N10-C3_3_control,C_107,3,Control,2,0.0421,0.002,0.047505938,115.66,600,28816.01838
N10-C3,N10-C3_3_control,C_107,3,Control,3,0.0421,0.002,0.047505938,199.44,600,28816.01838
N10-C3,N10-C3_3_control,C_107,3,Control,4,0.0421,0.002,0.047505938,251.38,600,28816.01838
N10-C3,N10-C3_3_control,C_107,3,Control,5,0.0421,0.002,0.047505938,207.19,209.16,28816.01838
UPP-A7,UPP-A7_2_control,C_74,2,Control,1,0.0801,0.004,0.049937578,14.68,85.21,5351.8412
UPP-A7,UPP-A7_2_control,C_74,2,Control,2,0.0801,0.004,0.049937578,283.53,111.31,5351.8412
UPP-A7,UPP-A7_2_control,C_74,2,Control,3,0.0801,0.004,0.049937578,371.1,55.23,5351.8412
UPP-A7,UPP-A7_2_control,C_74,2,Control,4,0.0801,0.004,0.049937578,76.09,2.11,5351.8412
UPP-A7,UPP-A7_2_control,C_74,2,Control,5,0.0801,0.004,0.049937578,288.32,199.54,5351.8412
N10-C3,N10-C3_2,M_2_17,2,Mixed,1,0.0978,0.005,0.051124744,32.43,291.44,8778.11845
N10-C3,N10-C3_2,M_2_17,2,Mixed,2,0.0978,0.005,0.051124744,428.59,72.19,8778.11845
N10-C3,N10-C3_2,M_2_17,2,Mixed,3,0.0978,0.005,0.051124744,61.97,600,8778.11845
N10-C3,N10-C3_2,M_2_17,2,Mixed,4,0.0978,0.005,0.051124744,93.57,72.19,8778.11845
N10-C3,N10-C3_2,M_2_17,2,Mixed,5,0.0978,0.005,0.051124744,312.82,183.28,8778.11845
KAL-1,KAL-1_4,M_4_3,4,Mixed,1,0.0686,0.004,0.058309038,371.1,70.92,553.36213
KAL-1,KAL-1_4,M_4_3,4,Mixed,2,0.0686,0.004,0.058309038,76.09,20.53,553.36213
KAL-1,KAL-1_4,M_4_3,4,Mixed,3,0.0686,0.004,0.058309038,288.32,17.03,553.36213
KAL-1,KAL-1_4,M_4_3,4,Mixed,4,0.0686,0.004,0.058309038,570.93,37.22,553.36213
KAL-1,KAL-1_4,M_4_3,4,Mixed,5,0.0686,0.004,0.058309038,210.53,14.23,553.36213
UPP-A10,UPP-A10_4_control,C_160,4,Control,1,0.0642,0.004,0.062305296,251.81,142.47,78574.18623
UPP-A10,UPP-A10_4_control,C_160,4,Control,2,0.0642,0.004,0.062305296,600,49.75,78574.18623
UPP-A10,UPP-A10_4_control,C_160,4,Control,3,0.0642,0.004,0.062305296,158.94,600,78574.18623
UPP-A10,UPP-A10_4_control,C_160,4,Control,4,0.0642,0.004,0.062305296,554.88,600,78574.18623
UPP-A10,UPP-A10_4_control,C_160,4,Control,5,0.0642,0.004,0.062305296,600,83.26,78574.18623
UPP-A7,UPP-A7_1_control,C_32,1,Control,1,0.0451,0.003,0.066518847,38.56,155.21,38169.57338
UPP-A7,UPP-A7_1_control,C_32,1,Control,2,0.0451,0.003,0.066518847,78.29,443.45,38169.57338
UPP-A7,UPP-A7_1_control,C_32,1,Control,3,0.0451,0.003,0.066518847,309.92,600,38169.57338
UPP-A7,UPP-A7_1_control,C_32,1,Control,4,0.0451,0.003,0.066518847,194.19,251.21,38169.57338
UPP-A7,UPP-A7_1_control,C_32,1,Control,5,0.0451,0.003,0.066518847,194.12,155.21,38169.57338
UPP-A10,UPP-A10_2_control,C_68,2,Control,1,0.0749,0.005,0.066755674,72.19,13.21,29849.26663
UPP-A10,UPP-A10_2_control,C_68,2,Control,2,0.0749,0.005,0.066755674,137.41,55.94,29849.26663
UPP-A10,UPP-A10_2_control,C_68,2,Control,3,0.0749,0.005,0.066755674,600,119.62,29849.26663
UPP-A10,UPP-A10_2_control,C_68,2,Control,4,0.0749,0.005,0.066755674,100.26,266.19,29849.26663
UPP-A10,UPP-A10_2_control,C_68,2,Control,5,0.0749,0.005,0.066755674,48.85,435.21,29849.26663
UPP-A10,UPP-A10_3,M_3_24,3,Mixed,1,0.1641,0.011,0.067032297,357.55,45.51,6459.53985
UPP-A10,UPP-A10_3,M_3_24,3,Mixed,2,0.1641,0.011,0.067032297,23,19,6459.53985
UPP-A10,UPP-A10_3,M_3_24,3,Mixed,3,0.1641,0.011,0.067032297,62.44,108.54,6459.53985
UPP-A10,UPP-A10_3,M_3_24,3,Mixed,4,0.1641,0.011,0.067032297,155.59,199.21,6459.53985
UPP-A10,UPP-A10_3,M_3_24,3,Mixed,5,0.1641,0.011,0.067032297,270.91,2.34,6459.53985
KAL-B3,KAL-B3_2_control,C_59,2,Control,1,0.058,0.004,0.068965517,600,600,51018.23487
KAL-B3,KAL-B3_2_control,C_59,2,Control,2,0.058,0.004,0.068965517,600,146.53,51018.23487
KAL-B3,KAL-B3_2_control,C_59,2,Control,3,0.058,0.004,0.068965517,568.84,214.03,51018.23487
KAL-B3,KAL-B3_2_control,C_59,2,Control,4,0.058,0.004,0.068965517,600,569.13,51018.23487
KAL-B3,KAL-B3_2_control,C_59,2,Control,5,0.058,0.004,0.068965517,113.39,600,51018.23487
KAL-AA1,KAL-AA1_3_control,C_98,3,Control,1,0.0565,0.004,0.07079646,600,51.75,53058.04667
KAL-AA1,KAL-AA1_3_control,C_98,3,Control,2,0.0565,0.004,0.07079646,600,81.04,53058.04667
KAL-AA1,KAL-AA1_3_control,C_98,3,Control,3,0.0565,0.004,0.07079646,409.12,75.75,53058.04667
KAL-AA1,KAL-AA1_3_control,C_98,3,Control,4,0.0565,0.004,0.07079646,106.59,600,53058.04667
KAL-AA1,KAL-AA1_3_control,C_98,3,Control,5,0.0565,0.004,0.07079646,152.64,231.35,53058.04667
KAL-AA1,KAL-AA1_2_control,C_54,2,Control,1,0.1687,0.012,0.071132187,276.03,509.67,21689.01432
KAL-AA1,KAL-AA1_2_control,C_54,2,Control,2,0.1687,0.012,0.071132187,600,402.21,21689.01432
KAL-AA1,KAL-AA1_2_control,C_54,2,Control,3,0.1687,0.012,0.071132187,184.98,114.79,21689.01432
KAL-AA1,KAL-AA1_2_control,C_54,2,Control,4,0.1687,0.012,0.071132187,151.38,282.64,21689.01432
KAL-AA1,KAL-AA1_2_control,C_54,2,Control,5,0.1687,0.012,0.071132187,260.25,357.55,21689.01432
KAL-1,KAL-1_2,M_2_2,2,Mixed,1,0.137,0.01,0.072992701,176.73,600,71510.33828
KAL-1,KAL-1_2,M_2_2,2,Mixed,2,0.137,0.01,0.072992701,419.34,165.58,71510.33828
KAL-1,KAL-1_2,M_2_2,2,Mixed,3,0.137,0.01,0.072992701,148.28,176.06,71510.33828
KAL-1,KAL-1_2,M_2_2,2,Mixed,4,0.137,0.01,0.072992701,339.5,600,71510.33828
KAL-1,KAL-1_2,M_2_2,2,Mixed,5,0.137,0.01,0.072992701,411.28,43.48,71510.33828
UPP-A10,UPP-A10_1_control,C_26,1,Control,1,0.0547,0.004,0.073126143,600,173.34,46550.655
UPP-A10,UPP-A10_1_control,C_26,1,Control,2,0.0547,0.004,0.073126143,114.79,600,46550.655
UPP-A10,UPP-A10_1_control,C_26,1,Control,3,0.0547,0.004,0.073126143,82.75,97.93,46550.655
UPP-A10,UPP-A10_1_control,C_26,1,Control,4,0.0547,0.004,0.073126143,600,61.66,46550.655
UPP-A10,UPP-A10_1_control,C_26,1,Control,5,0.0547,0.004,0.073126143,393.03,212.22,46550.655
UPP-A8,UPP-A8_2_control,C_85,2,Control,1,0.1087,0.008,0.073597056,600,600,31379.79252
UPP-A8,UPP-A8_2_control,C_85,2,Control,2,0.1087,0.008,0.073597056,458.84,475.82,31379.79252
UPP-A8,UPP-A8_2_control,C_85,2,Control,3,0.1087,0.008,0.073597056,600,600,31379.79252
UPP-A8,UPP-A8_2_control,C_85,2,Control,4,0.1087,0.008,0.073597056,600,600,31379.79252
UPP-A8,UPP-A8_2_control,C_85,2,Control,5,0.1087,0.008,0.073597056,384.85,191.54,31379.79252
KAL-B3,KAL-B3_4_control,C_148,4,Control,1,0.0678,0.005,0.073746313,114.93,217.35,8474.11745
KAL-B3,KAL-B3_4_control,C_148,4,Control,2,0.0678,0.005,0.073746313,271,299.32,8474.11745
KAL-B3,KAL-B3_4_control,C_148,4,Control,3,0.0678,0.005,0.073746313,311.19,378.54,8474.11745
KAL-B3,KAL-B3_4_control,C_148,4,Control,4,0.0678,0.005,0.073746313,483.19,143.37,8474.11745
KAL-B3,KAL-B3_4_control,C_148,4,Control,5,0.0678,0.005,0.073746313,91.88,199.67,8474.11745
UPP-A7,UPP-A7_4_control,C_164,4,Control,1,0.1605,0.012,0.074766355,600,43.12,43727.74485
UPP-A7,UPP-A7_4_control,C_164,4,Control,2,0.1605,0.012,0.074766355,600,521.23,43727.74485
UPP-A7,UPP-A7_4_control,C_164,4,Control,3,0.1605,0.012,0.074766355,600,427.23,43727.74485
UPP-A7,UPP-A7_4_control,C_164,4,Control,4,0.1605,0.012,0.074766355,143.37,483.66,43727.74485
UPP-A7,UPP-A7_4_control,C_164,4,Control,5,0.1605,0.012,0.074766355,597.56,559.21,43727.74485
UPP-A7,UPP-A7_4_control,C_37,1,Control,1,0.0667,0.005,0.074962519,600,248.23,48952.42143
UPP-A7,UPP-A7_4_control,C_37,1,Control,2,0.0667,0.005,0.074962519,294.25,600,48952.42143
UPP-A7,UPP-A7_4_control,C_37,1,Control,3,0.0667,0.005,0.074962519,151.38,600,48952.42143
UPP-A7,UPP-A7_4_control,C_37,1,Control,4,0.0667,0.005,0.074962519,260.25,119.25,48952.42143
UPP-A7,UPP-A7_4_control,C_37,1,Control,5,0.0667,0.005,0.074962519,127.54,258.55,48952.42143
KAL-B3,KAL-B3_1_control,C_13,1,Control,1,0.16,0.012,0.075,91.41,12.21,4502.02837
KAL-B3,KAL-B3_1_control,C_13,1,Control,2,0.16,0.012,0.075,199.94,45.26,4502.02837
KAL-B3,KAL-B3_1_control,C_13,1,Control,3,0.16,0.012,0.075,73.38,0.23,4502.02837
KAL-B3,KAL-B3_1_control,C_13,1,Control,4,0.16,0.012,0.075,325.18,45.24,4502.02837
KAL-B3,KAL-B3_1_control,C_13,1,Control,5,0.16,0.012,0.075,245.19,168.97,4502.02837
UPP-A10,UPP-A10_3_control,C_113,3,Control,1,0.1443,0.011,0.076230076,600,151.13,23972.30973
UPP-A10,UPP-A10_3_control,C_113,3,Control,2,0.1443,0.011,0.076230076,42.13,139.24,23972.30973
UPP-A10,UPP-A10_3_control,C_113,3,Control,3,0.1443,0.011,0.076230076,39.53,385.84,23972.30973
UPP-A10,UPP-A10_3_control,C_113,3,Control,4,0.1443,0.011,0.076230076,600,385.82,23972.30973
UPP-A10,UPP-A10_3_control,C_113,3,Control,5,0.1443,0.011,0.076230076,61.2,483.19,23972.30973
UPP-A10,UPP-A10_3,M_3_27,3,Mixed,1,0.0647,0.005,0.077279753,214.94,600,61175.4621
UPP-A10,UPP-A10_3,M_3_27,3,Mixed,2,0.0647,0.005,0.077279753,600,600,61175.4621
UPP-A10,UPP-A10_3,M_3_27,3,Mixed,3,0.0647,0.005,0.077279753,427.93,70.38,61175.4621
UPP-A10,UPP-A10_3,M_3_27,3,Mixed,4,0.0647,0.005,0.077279753,158.94,155.59,61175.4621
UPP-A10,UPP-A10_3,M_3_27,3,Mixed,5,0.0647,0.005,0.077279753,600,286.78,61175.4621
N10-C3,N10-C3_3,M_3_18,3,Mixed,1,0.0385,0.003,0.077922078,585.88,277.53,53697.68787
N10-C3,N10-C3_3,M_3_18,3,Mixed,2,0.0385,0.003,0.077922078,3.97,63.77,53697.68787
N10-C3,N10-C3_3,M_3_18,3,Mixed,3,0.0385,0.003,0.077922078,83.26,482.81,53697.68787
N10-C3,N10-C3_3,M_3_18,3,Mixed,4,0.0385,0.003,0.077922078,219.69,600,53697.68787
N10-C3,N10-C3_3,M_3_18,3,Mixed,5,0.0385,0.003,0.077922078,157.12,600,53697.68787
KAL-B3,KAL-B3_1_control,C_17,1,Control,1,0.0639,0.005,0.078247261,600,600,54705.8
KAL-B3,KAL-B3_1_control,C_17,1,Control,2,0.0639,0.005,0.078247261,600,600,54705.8
KAL-B3,KAL-B3_1_control,C_17,1,Control,3,0.0639,0.005,0.078247261,600,600,54705.8
KAL-B3,KAL-B3_1_control,C_17,1,Control,4,0.0639,0.005,0.078247261,600,77,54705.8
KAL-B3,KAL-B3_1_control,C_17,1,Control,5,0.0639,0.005,0.078247261,600,600,54705.8
UPP-A8,UPP-A8_4,M_4_38,4,Mixed,1,0.0624,0.005,0.080128205,251.06,512.23,1808.01673
UPP-A8,UPP-A8_4,M_4_38,4,Mixed,2,0.0624,0.005,0.080128205,600,398.57,1808.01673
UPP-A8,UPP-A8_4,M_4_38,4,Mixed,3,0.0624,0.005,0.080128205,600,477,1808.01673
UPP-A8,UPP-A8_4,M_4_38,4,Mixed,4,0.0624,0.005,0.080128205,600,482.09,1808.01673
UPP-A8,UPP-A8_4,M_4_38,4,Mixed,5,0.0624,0.005,0.080128205,198.57,482.34,1808.01673
UPP-A8,UPP-A8_4,M_4_35,4,Mixed,1,0.0742,0.006,0.080862534,600,184.65,46245.15983
UPP-A8,UPP-A8_4,M_4_35,4,Mixed,2,0.0742,0.006,0.080862534,337.74,452.09,46245.15983
UPP-A8,UPP-A8_4,M_4_35,4,Mixed,3,0.0742,0.006,0.080862534,171.75,107.28,46245.15983
UPP-A8,UPP-A8_4,M_4_35,4,Mixed,4,0.0742,0.006,0.080862534,184.65,518.31,46245.15983
UPP-A8,UPP-A8_4,M_4_35,4,Mixed,5,0.0742,0.006,0.080862534,452.09,600,46245.15983
N10-C3,N10-C3_4,M_4_20,4,Mixed,1,0.1481,0.012,0.081026334,600,600,62866.68648
N10-C3,N10-C3_4,M_4_20,4,Mixed,2,0.1481,0.012,0.081026334,277.53,165.58,62866.68648
N10-C3,N10-C3_4,M_4_20,4,Mixed,3,0.1481,0.012,0.081026334,63.77,46.35,62866.68648
N10-C3,N10-C3_4,M_4_20,4,Mixed,4,0.1481,0.012,0.081026334,600,334,62866.68648
N10-C3,N10-C3_4,M_4_20,4,Mixed,5,0.1481,0.012,0.081026334,165.58,600,62866.68648
UPP-B77,UPP-B77_1_control,C_42,1,Control,1,0.0616,0.005,0.081168831,33.28,265.23,3290.29277
UPP-B77,UPP-B77_1_control,C_42,1,Control,2,0.0616,0.005,0.081168831,600,247.21,3290.29277
UPP-B77,UPP-B77_1_control,C_42,1,Control,3,0.0616,0.005,0.081168831,91.91,286.78,3290.29277
UPP-B77,UPP-B77_1_control,C_42,1,Control,4,0.0616,0.005,0.081168831,63.77,155.26,3290.29277
UPP-B77,UPP-B77_1_control,C_42,1,Control,5,0.0616,0.005,0.081168831,600,176.26,3290.29277
UPP-A10,UPP-A10_3_control,C_115,3,Control,1,0.1687,0.014,0.082987552,163.19,369.81,71893.66607
UPP-A10,UPP-A10_3_control,C_115,3,Control,2,0.1687,0.014,0.082987552,600,600,71893.66607
UPP-A10,UPP-A10_3_control,C_115,3,Control,3,0.1687,0.014,0.082987552,341.57,61.97,71893.66607
UPP-A10,UPP-A10_3_control,C_115,3,Control,4,0.1687,0.014,0.082987552,261.5,67.63,71893.66607
UPP-A10,UPP-A10_3_control,C_115,3,Control,5,0.1687,0.014,0.082987552,323.09,600,71893.66607
UPP-A10,UPP-A10_2_control,C_69,2,Control,1,0.144,0.012,0.083333333,495.43,600,36386.8795
UPP-A10,UPP-A10_2_control,C_69,2,Control,2,0.144,0.012,0.083333333,97.93,475.82,36386.8795
UPP-A10,UPP-A10_2_control,C_69,2,Control,3,0.144,0.012,0.083333333,61.66,231.44,36386.8795
UPP-A10,UPP-A10_2_control,C_69,2,Control,4,0.144,0.012,0.083333333,341.57,280.66,36386.8795
UPP-A10,UPP-A10_2_control,C_69,2,Control,5,0.144,0.012,0.083333333,320.56,129.63,36386.8795
KAL-B3,KAL-B3_4,M_4_15,4,Mixed,1,0.1061,0.009,0.084825636,561.71,257.62,52350.39192
KAL-B3,KAL-B3_4,M_4_15,4,Mixed,2,0.1061,0.009,0.084825636,600,124.72,52350.39192
KAL-B3,KAL-B3_4,M_4_15,4,Mixed,3,0.1061,0.009,0.084825636,600,600,52350.39192
KAL-B3,KAL-B3_4,M_4_15,4,Mixed,4,0.1061,0.009,0.084825636,257.62,600,52350.39192
KAL-B3,KAL-B3_4,M_4_15,4,Mixed,5,0.1061,0.009,0.084825636,124.72,600,52350.39192
N10-C3,N10-C3_4_control,C_153,4,Control,1,0.0696,0.006,0.086206897,600,385.59,37644.07013
N10-C3,N10-C3_4_control,C_153,4,Control,2,0.0696,0.006,0.086206897,600,587.84,37644.07013
N10-C3,N10-C3_4_control,C_153,4,Control,3,0.0696,0.006,0.086206897,275.91,600,37644.07013
N10-C3,N10-C3_4_control,C_153,4,Control,4,0.0696,0.006,0.086206897,385.82,554.88,37644.07013
N10-C3,N10-C3_4_control,C_153,4,Control,5,0.0696,0.006,0.086206897,249.28,143.37,37644.07013
N10-C3,N10-C3_3,M_3_20,3,Mixed,1,0.0695,0.006,0.086330935,136.5,27.94,85045.63047
N10-C3,N10-C3_3,M_3_20,3,Mixed,2,0.0695,0.006,0.086330935,94.38,600,85045.63047
N10-C3,N10-C3_3,M_3_20,3,Mixed,3,0.0695,0.006,0.086330935,385.84,142.47,85045.63047
N10-C3,N10-C3_3,M_3_20,3,Mixed,4,0.0695,0.006,0.086330935,27.94,49.75,85045.63047
N10-C3,N10-C3_3,M_3_20,3,Mixed,5,0.0695,0.006,0.086330935,600,600,85045.63047
KAL-AA1,KAL-AA1_2_control,C_52,2,Control,1,0.0689,0.006,0.087082729,225.97,37.55,33535.32862
KAL-AA1,KAL-AA1_2_control,C_52,2,Control,2,0.0689,0.006,0.087082729,125.78,71.26,33535.32862
KAL-AA1,KAL-AA1_2_control,C_52,2,Control,3,0.0689,0.006,0.087082729,69.47,355.57,33535.32862
KAL-AA1,KAL-AA1_2_control,C_52,2,Control,4,0.0689,0.006,0.087082729,214.94,465.21,33535.32862
KAL-AA1,KAL-AA1_2_control,C_52,2,Control,5,0.0689,0.006,0.087082729,600,264.75,33535.32862
N10-C3,N10-C3_3_control,C_110,3,Control,1,0.0683,0.006,0.087847731,230.56,408.56,41191.60232
N10-C3,N10-C3_3_control,C_110,3,Control,2,0.0683,0.006,0.087847731,211.66,115.38,41191.60232
N10-C3,N10-C3_3_control,C_110,3,Control,3,0.0683,0.006,0.087847731,297.34,600,41191.60232
N10-C3,N10-C3_3_control,C_110,3,Control,4,0.0683,0.006,0.087847731,429.13,600,41191.60232
